task_id,git_commit_count,final_target,final_srd_id,total_cost_usd,total_duration_s,total_tokens_input,productive_commits,zero_loc_commits,git_wasted_cost_proxy,first_commit_at,last_commit_at,span_hours
503,1,cmd/seq,,1.0946,148,1026643,1,0,0.0,2026-03-07T22:06:15+00:00,2026-03-07T22:06:15+00:00,0.0
504,1,cmd/wc,,2.4447,367,2353456,1,0,0.0,2026-03-07T22:14:23+00:00,2026-03-07T22:14:23+00:00,0.0
505,1,cmd/ls,srd008,2.9736,468,3120139,1,0,0.0,2026-03-07T22:23:53+00:00,2026-03-07T22:23:53+00:00,0.0
506,1,cmd/ls,srd008,2.9692,503,1986835,1,0,0.0,2026-03-07T22:33:30+00:00,2026-03-07T22:33:30+00:00,0.0
507,1,cmd/echo,,0.8728,119,745391,1,0,0.0,2026-03-07T22:40:10+00:00,2026-03-07T22:40:10+00:00,0.0
508,1,cmd/tac,,3.0323,319,2912299,1,0,0.0,2026-03-07T22:46:58+00:00,2026-03-07T22:46:58+00:00,0.0
509,1,cmd/nl,,1.3272,226,1207433,1,0,0.0,2026-03-07T22:52:42+00:00,2026-03-07T22:52:42+00:00,0.0
511,1,cmd/fold,,0.9048,123,776802,1,0,0.0,2026-03-07T22:59:23+00:00,2026-03-07T22:59:23+00:00,0.0
512,1,cmd/expand,,0.7652,130,503377,1,0,0.0,2026-03-07T23:02:48+00:00,2026-03-07T23:02:48+00:00,0.0
513,2,cmd/unexpand,,1.115,129,614117,1,1,0.4701,2026-03-07T23:05:55+00:00,2026-03-07T23:05:55+00:00,0.0
515,1,cmd/cut,,1.2961,174,1261712,1,0,0.0,2026-03-07T23:11:43+00:00,2026-03-07T23:11:43+00:00,0.0
516,1,cmd/paste,,2.2788,212,1231405,1,0,0.0,2026-03-07T23:17:06+00:00,2026-03-07T23:17:06+00:00,0.0
517,1,cmd/uniq,,1.8404,403,1480734,1,0,0.0,2026-03-07T23:25:07+00:00,2026-03-07T23:25:07+00:00,0.0
518,1,cmd/comm,,2.3712,255,1117423,1,0,0.0,2026-03-07T23:30:27+00:00,2026-03-07T23:30:27+00:00,0.0
519,1,cmd/md5sum,,1.1632,155,1183222,1,0,0.0,2026-03-07T23:34:42+00:00,2026-03-07T23:34:42+00:00,0.0
521,1,cmd/sha1sum,,0.7409,96,557363,1,0,0.0,2026-03-07T23:40:22+00:00,2026-03-07T23:40:22+00:00,0.0
522,1,cmd/sha256sum,,0.6753,81,412574,1,0,0.0,2026-03-07T23:42:46+00:00,2026-03-07T23:42:46+00:00,0.0
523,1,cmd/sha512sum,,1.0234,133,906539,1,0,0.0,2026-03-07T23:46:28+00:00,2026-03-07T23:46:28+00:00,0.0
526,1,cmd/ts,,2.2132,494,2162793,1,0,0.0,2026-03-07T23:55:55+00:00,2026-03-07T23:55:55+00:00,0.0
527,1,cmd/mkdir,,1.7562,480,1202305,1,0,0.0,2026-03-08T00:05:07+00:00,2026-03-08T00:05:07+00:00,0.0
531,1,cmd/rmdir,,0.925,132,687192,1,0,0.0,2026-03-08T00:10:07+00:00,2026-03-08T00:10:07+00:00,0.0
532,1,cmd/mktemp,,2.241,681,932225,1,0,0.0,2026-03-08T00:22:37+00:00,2026-03-08T00:22:37+00:00,0.0
533,1,cmd/ln,,1.135,173,948369,1,0,0.0,2026-03-08T00:26:35+00:00,2026-03-08T00:26:35+00:00,0.0
534,1,cmd/unlink,,0.7638,118,585588,1,0,0.0,2026-03-08T00:29:25+00:00,2026-03-08T00:29:25+00:00,0.0
548,1,pkg/sys,srd002,0.5904,104,444973,1,0,0.0,2026-03-08T03:50:50+00:00,2026-03-08T03:50:50+00:00,0.0
549,1,pkg/testutils,srd001,1.1,249,709184,1,0,0.0,2026-03-08T03:56:24+00:00,2026-03-08T03:56:24+00:00,0.0
550,1,pkg/format,srd003,0.8168,156,567467,1,0,0.0,2026-03-08T04:00:16+00:00,2026-03-08T04:00:16+00:00,0.0
584,1,pkg/sys,srd002,0.7044,127,516728,1,0,0.0,2026-03-09T01:43:14+00:00,2026-03-09T01:43:14+00:00,0.0
585,1,,,1.0598,238,783859,1,0,0.0,2026-03-09T01:49:39+00:00,2026-03-09T01:49:39+00:00,0.0
586,1,,,1.1422,249,732487,1,0,0.0,2026-03-09T01:55:19+00:00,2026-03-09T01:55:19+00:00,0.0
587,1,cmd/du,srd009,3.4236,786,3900231,1,0,0.0,2026-03-09T02:09:35+00:00,2026-03-09T02:09:35+00:00,0.0
591,1,pkg/sys,srd002,0.7488,113,702571,1,0,0.0,2026-03-09T02:55:27+00:00,2026-03-09T02:55:27+00:00,0.0
592,1,cmd/cat,,0.8923,133,971143,1,0,0.0,2026-03-09T02:59:01+00:00,2026-03-09T02:59:01+00:00,0.0
593,1,cmd/sponge,,1.1278,313,647645,1,0,0.0,2026-03-09T03:05:03+00:00,2026-03-09T03:05:03+00:00,0.0
597,1,cmd/cat,,1.0259,174,975150,1,0,0.0,2026-03-09T03:56:28+00:00,2026-03-09T03:56:28+00:00,0.0
602,1,pkg/testutils,srd001,0.7967,121,663099,1,0,0.0,2026-03-09T11:45:51+00:00,2026-03-09T11:45:51+00:00,0.0
604,1,pkg/sys,srd002,0.621,105,396247,1,0,0.0,2026-03-09T11:49:00+00:00,2026-03-09T11:49:00+00:00,0.0
606,1,pkg/format,srd003,0.7646,122,507679,1,0,0.0,2026-03-09T11:52:27+00:00,2026-03-09T11:52:27+00:00,0.0
609,1,cmd/cat,,0.9289,98,869683,1,0,0.0,2026-03-09T11:57:38+00:00,2026-03-09T11:57:38+00:00,0.0
610,1,cmd/cat,,0.6827,98,540514,1,0,0.0,2026-03-09T11:59:31+00:00,2026-03-09T11:59:31+00:00,0.0
612,1,cmd/sponge,,0.8094,94,556769,1,0,0.0,2026-03-09T12:03:22+00:00,2026-03-09T12:03:22+00:00,0.0
614,1,cmd/du,,3.0537,542,3591823,1,0,0.0,2026-03-09T12:14:20+00:00,2026-03-09T12:14:20+00:00,0.0
616,2,pkg/testutils,,1.5813,168,1039107,1,1,0.4895,2026-03-09T12:18:11+00:00,2026-03-09T12:18:11+00:00,0.0
620,1,pkg/sys,srd002,1.3697,217,1058317,1,0,0.0,2026-03-09T12:51:15+00:00,2026-03-09T12:51:15+00:00,0.0
622,1,pkg/format,srd003,0.8232,164,602319,1,0,0.0,2026-03-09T12:55:27+00:00,2026-03-09T12:55:27+00:00,0.0
624,1,cmd/cat,,0.8426,125,669793,1,0,0.0,2026-03-09T13:00:15+00:00,2026-03-09T13:00:15+00:00,0.0
626,1,cmd/sponge,,0.6518,70,627739,0,1,0.6518,2026-03-09T13:03:02+00:00,2026-03-09T13:03:02+00:00,0.0
628,1,pkg/testutils,,1.2808,136,1202089,1,0,0.0,2026-03-09T13:06:55+00:00,2026-03-09T13:06:55+00:00,0.0
630,1,cmd/du,srd009,1.6057,394,1166630,1,0,0.0,2026-03-09T13:15:09+00:00,2026-03-09T13:15:09+00:00,0.0
638,1,pkg/sys,srd002,0.4905,72,304719,1,0,0.0,2026-03-09T19:37:25+00:00,2026-03-09T19:37:25+00:00,0.0
640,1,pkg/sys,srd002,0.421,56,277403,1,0,0.0,2026-03-09T19:39:57+00:00,2026-03-09T19:39:57+00:00,0.0
642,1,,srd001,1.6087,283,1470849,1,0,0.0,2026-03-09T19:46:09+00:00,2026-03-09T19:46:09+00:00,0.0
644,1,,srd003,0.4685,75,339015,1,0,0.0,2026-03-09T19:49:07+00:00,2026-03-09T19:49:07+00:00,0.0
646,1,,srd001,0.543,96,344044,1,0,0.0,2026-03-09T19:52:05+00:00,2026-03-09T19:52:05+00:00,0.0
648,1,,srd002,0.549,60,363813,1,0,0.0,2026-03-09T19:58:47+00:00,2026-03-09T19:58:47+00:00,0.0
650,1,,srd001,0.581,89,462899,1,0,0.0,2026-03-09T20:02:07+00:00,2026-03-09T20:02:07+00:00,0.0
652,1,,srd003,0.4355,87,221546,1,0,0.0,2026-03-09T20:06:43+00:00,2026-03-09T20:06:43+00:00,0.0
654,1,,srd003,0.5584,53,257630,1,0,0.0,2026-03-09T20:09:19+00:00,2026-03-09T20:09:19+00:00,0.0
656,1,,srd003,0.8386,95,692768,1,0,0.0,2026-03-09T20:12:55+00:00,2026-03-09T20:12:55+00:00,0.0
658,1,,srd001,0.7109,105,367249,1,0,0.0,2026-03-09T20:16:44+00:00,2026-03-09T20:16:44+00:00,0.0
660,1,,srd002,0.8091,93,534490,1,0,0.0,2026-03-09T20:20:41+00:00,2026-03-09T20:20:41+00:00,0.0
662,1,,srd002,0.6743,72,377622,1,0,0.0,2026-03-09T20:23:55+00:00,2026-03-09T20:23:55+00:00,0.0
664,1,,srd003,0.5365,102,292495,1,0,0.0,2026-03-09T20:27:18+00:00,2026-03-09T20:27:18+00:00,0.0
666,2,,srd001,1.5959,166,1068487,1,1,0.613,2026-03-09T20:30:49+00:00,2026-03-09T20:30:49+00:00,0.0
684,1,pkg/testutils,srd001,0.457,74,222821,1,0,0.0,2026-03-09T21:56:04+00:00,2026-03-09T21:56:04+00:00,0.0
686,2,pkg/testutils,srd001,1.052,175,647671,1,1,0.2486,2026-03-09T21:59:54+00:00,2026-03-09T21:59:54+00:00,0.0
689,1,pkg/testutils,srd001,0.4898,66,337996,1,0,0.0,2026-03-09T22:03:59+00:00,2026-03-09T22:03:59+00:00,0.0
691,1,pkg/testutils,srd001,0.5735,105,265726,1,0,0.0,2026-03-09T22:07:01+00:00,2026-03-09T22:07:01+00:00,0.0
693,1,pkg/testutils,srd001,1.267,279,970392,1,0,0.0,2026-03-09T22:19:57+00:00,2026-03-09T22:19:57+00:00,0.0
695,1,pkg/testutils,srd001,0.9651,198,800673,1,0,0.0,2026-03-09T22:24:39+00:00,2026-03-09T22:24:39+00:00,0.0
697,1,pkg/sys,srd002,0.4898,63,394114,1,0,0.0,2026-03-09T22:27:04+00:00,2026-03-09T22:27:04+00:00,0.0
699,1,pkg/sys,srd002,0.4294,54,309080,1,0,0.0,2026-03-09T22:29:17+00:00,2026-03-09T22:29:17+00:00,0.0
701,2,pkg/sys,srd002,0.8582,121,503296,1,1,0.3568,2026-03-09T22:31:51+00:00,2026-03-09T22:31:51+00:00,0.0
705,1,pkg/sys,srd002,0.7084,87,475058,1,0,0.0,2026-03-09T22:37:05+00:00,2026-03-09T22:37:05+00:00,0.0
708,2,pkg/format,srd003,0.8267,153,695005,1,1,0.3894,2026-03-09T22:41:00+00:00,2026-03-09T22:41:00+00:00,0.0
712,1,pkg/format,srd003,0.5109,71,366641,1,0,0.0,2026-03-09T22:44:21+00:00,2026-03-09T22:44:21+00:00,0.0
715,1,pkg/format,srd003,0.4826,57,332598,1,0,0.0,2026-03-09T22:46:34+00:00,2026-03-09T22:46:34+00:00,0.0
718,1,pkg/format,srd003,0.5673,99,288606,1,0,0.0,2026-03-09T22:49:26+00:00,2026-03-09T22:49:26+00:00,0.0
722,1,pkg/format,srd003,0.5471,114,260042,1,0,0.0,2026-03-09T22:54:16+00:00,2026-03-09T22:54:16+00:00,0.0
724,1,cmd/version,srd059,0.7801,55,513892,1,0,0.0,2026-03-09T22:56:42+00:00,2026-03-09T22:56:42+00:00,0.0
726,1,cmd/cat,srd006,0.8409,159,742639,1,0,0.0,2026-03-09T23:01:27+00:00,2026-03-09T23:01:27+00:00,0.0
728,1,cmd/cat,srd006,1.0112,159,950636,1,0,0.0,2026-03-09T23:05:59+00:00,2026-03-09T23:05:59+00:00,0.0
730,2,cmd/cat,srd006,1.3648,208,1116038,1,1,0.2811,2026-03-09T23:11:16+00:00,2026-03-09T23:11:16+00:00,0.0
736,1,cmd/cat,srd006,1.4279,263,1458694,1,0,0.0,2026-03-09T23:21:10+00:00,2026-03-09T23:21:10+00:00,0.0
738,1,cmd/cat,srd006,0.7841,85,760311,1,0,0.0,2026-03-09T23:24:13+00:00,2026-03-09T23:24:13+00:00,0.0
740,1,cmd/sponge,srd007,0.7456,94,663643,1,0,0.0,2026-03-09T23:27:41+00:00,2026-03-09T23:27:41+00:00,0.0
742,1,cmd/sponge,srd007,0.5543,81,360474,1,0,0.0,2026-03-09T23:30:28+00:00,2026-03-09T23:30:28+00:00,0.0
744,1,cmd/sponge,srd007,1.2448,264,1007905,1,0,0.0,2026-03-09T23:36:03+00:00,2026-03-09T23:36:03+00:00,0.0
746,1,cmd/sponge,srd007,1.0168,183,729546,1,0,0.0,2026-03-09T23:40:26+00:00,2026-03-09T23:40:26+00:00,0.0
748,1,cmd/sponge,srd007,1.4188,326,1013378,1,0,0.0,2026-03-09T23:47:18+00:00,2026-03-09T23:47:18+00:00,0.0
750,1,cmd/sponge,srd007,0.8024,113,715882,1,0,0.0,2026-03-10T00:06:09+00:00,2026-03-10T00:06:09+00:00,0.0
752,1,cmd/du,srd009,1.4702,554,595205,1,0,0.0,2026-03-10T00:16:50+00:00,2026-03-10T00:16:50+00:00,0.0
754,1,cmd/du,srd009,0.8051,142,676793,1,0,0.0,2026-03-10T00:20:46+00:00,2026-03-10T00:20:46+00:00,0.0
756,1,cmd/du,srd009,0.9569,148,869855,1,0,0.0,2026-03-10T00:24:37+00:00,2026-03-10T00:24:37+00:00,0.0
758,1,cmd/du,srd009,2.7332,716,2445732,1,0,0.0,2026-03-10T00:37:50+00:00,2026-03-10T00:37:50+00:00,0.0
760,1,cmd/du,srd009,0.8348,129,740371,1,0,0.0,2026-03-10T00:41:37+00:00,2026-03-10T00:41:37+00:00,0.0
762,2,cmd/true,srd013,0.8279,95,541661,1,1,0.2808,2026-03-10T00:44:50+00:00,2026-03-10T00:44:50+00:00,0.0
768,2,cmd/false,srd014,1.5295,313,1053203,1,1,0.9866,2026-03-10T00:51:18+00:00,2026-03-10T00:51:18+00:00,0.0
773,1,cmd/false,srd014,0.6527,139,422243,0,1,0.6527,2026-03-10T01:04:57+00:00,2026-03-10T01:04:57+00:00,0.0
775,1,,srd012,0.4442,45,412619,1,0,0.0,2026-03-10T01:08:13+00:00,2026-03-10T01:08:13+00:00,0.0
777,1,,srd012,0.5618,97,430479,1,0,0.0,2026-03-10T01:11:41+00:00,2026-03-10T01:11:41+00:00,0.0
801,1,pkg/testutils,srd001,0.2821,27,156958,1,0,0.0,2026-03-11T01:51:19+00:00,2026-03-11T01:51:19+00:00,0.0
803,1,pkg/testutils,srd001,0.687,120,548043,1,0,0.0,2026-03-11T01:54:51+00:00,2026-03-11T01:54:51+00:00,0.0
805,1,pkg/testutils,srd001,0.787,160,531921,1,0,0.0,2026-03-11T01:59:30+00:00,2026-03-11T01:59:30+00:00,0.0
807,1,pkg/testutils,srd001,1.3937,368,877810,1,0,0.0,2026-03-11T02:08:36+00:00,2026-03-11T02:08:36+00:00,0.0
809,1,pkg/testutils,srd001,1.2734,275,1015767,1,0,0.0,2026-03-11T10:25:16+00:00,2026-03-11T10:25:16+00:00,0.0
811,1,pkg/testutils,srd001,0.9574,181,697332,0,1,0.9574,2026-03-11T10:29:36+00:00,2026-03-11T10:29:36+00:00,0.0
813,1,pkg/sys,srd002,1.3342,303,977276,1,0,0.0,2026-03-11T10:38:45+00:00,2026-03-11T10:38:45+00:00,0.0
816,1,pkg/sys,srd002,0.4022,52,252894,1,0,0.0,2026-03-11T11:13:15+00:00,2026-03-11T11:13:15+00:00,0.0
818,1,pkg/sys,srd002,0.2729,22,123480,1,0,0.0,2026-03-11T11:17:59+00:00,2026-03-11T11:17:59+00:00,0.0
820,1,pkg/sys,srd002,0.8302,229,378091,1,0,0.0,2026-03-11T11:23:23+00:00,2026-03-11T11:23:23+00:00,0.0
823,1,pkg/sys,srd002,0.7047,106,515631,1,0,0.0,2026-03-11T15:08:56+00:00,2026-03-11T15:08:56+00:00,0.0
826,1,pkg/format,srd003,0.5523,80,405516,1,0,0.0,2026-03-11T15:12:03+00:00,2026-03-11T15:12:03+00:00,0.0
828,2,pkg/format,srd003,0.7724,123,400461,1,1,0.2642,2026-03-11T15:15:19+00:00,2026-03-11T15:15:19+00:00,0.0
832,2,pkg/format,srd003,1.1832,189,772815,1,1,0.3931,2026-03-11T15:21:09+00:00,2026-03-11T15:21:09+00:00,0.0
836,1,cmd/version,srd059,0.4447,25,275124,1,0,0.0,2026-03-11T16:29:58+00:00,2026-03-11T16:29:58+00:00,0.0
838,1,cmd/version,srd059,0.8037,203,418048,1,0,0.0,2026-03-11T16:35:04+00:00,2026-03-11T16:35:04+00:00,0.0
840,1,cmd/cat,srd006,0.5852,172,423971,1,0,0.0,2026-03-12T01:54:30+00:00,2026-03-12T01:54:30+00:00,0.0
842,1,,srd006,0.5171,106,179729,1,0,0.0,2026-03-12T01:57:38+00:00,2026-03-12T01:57:38+00:00,0.0
844,1,,srd006,0.6405,195,368805,0,1,0.6405,2026-03-12T02:02:52+00:00,2026-03-12T02:02:52+00:00,0.0
846,1,,srd006,0.7336,148,276327,1,0,0.0,2026-03-12T02:06:53+00:00,2026-03-12T02:06:53+00:00,0.0
848,1,,srd006,0.4994,90,384443,1,0,0.0,2026-03-12T02:09:54+00:00,2026-03-12T02:09:54+00:00,0.0
850,1,,srd006,1.0273,336,359759,1,0,0.0,2026-03-12T02:17:30+00:00,2026-03-12T02:17:30+00:00,0.0
852,1,,srd006,0.8062,143,486433,1,0,0.0,2026-03-12T02:22:03+00:00,2026-03-12T02:22:03+00:00,0.0
854,1,,srd007,0.5554,45,379115,1,0,0.0,2026-03-12T02:24:57+00:00,2026-03-12T02:24:57+00:00,0.0
856,1,,srd007,0.691,185,266022,1,0,0.0,2026-03-12T11:04:29+00:00,2026-03-12T11:04:29+00:00,0.0
858,1,,srd007,0.6718,192,367139,1,0,0.0,2026-03-12T11:12:17+00:00,2026-03-12T11:12:17+00:00,0.0
860,1,,srd007,0.7534,337,690839,1,0,0.0,2026-03-12T11:36:58+00:00,2026-03-12T11:36:58+00:00,0.0
864,1,,srd007,0.7664,168,489484,1,0,0.0,2026-03-12T11:41:40+00:00,2026-03-12T11:41:40+00:00,0.0
866,1,,srd007,1.4056,373,849322,1,0,0.0,2026-03-12T11:49:51+00:00,2026-03-12T11:49:51+00:00,0.0
868,1,,srd009,1.3074,373,617833,1,0,0.0,2026-03-12T11:59:09+00:00,2026-03-12T11:59:09+00:00,0.0
870,1,,srd009,0.768,183,320338,1,0,0.0,2026-03-13T00:36:03+00:00,2026-03-13T00:36:03+00:00,0.0
872,1,,srd009,1.0718,300,583764,1,0,0.0,2026-03-13T00:43:24+00:00,2026-03-13T00:43:24+00:00,0.0
874,1,,srd009,2.431,611,2165153,1,0,0.0,2026-03-13T03:13:26+00:00,2026-03-13T03:13:26+00:00,0.0
876,1,,srd009,0.8878,236,498846,1,0,0.0,2026-03-13T03:18:57+00:00,2026-03-13T03:18:57+00:00,0.0
878,1,,srd015,0.5918,84,422555,1,0,0.0,2026-03-13T03:22:05+00:00,2026-03-13T03:22:05+00:00,0.0
880,2,,srd015,0.9962,142,558176,1,1,0.3781,2026-03-13T03:25:22+00:00,2026-03-13T03:25:22+00:00,0.0
884,1,,srd015,0.8272,128,750367,1,0,0.0,2026-03-13T03:31:51+00:00,2026-03-13T03:31:51+00:00,0.0
886,1,,srd016,0.5021,60,317810,1,0,0.0,2026-03-13T03:34:58+00:00,2026-03-13T03:34:58+00:00,0.0
888,1,,srd016,0.5119,56,389835,1,0,0.0,2026-03-13T03:37:34+00:00,2026-03-13T03:37:34+00:00,0.0
890,1,,srd016,0.6408,115,463252,1,0,0.0,2026-03-13T03:41:01+00:00,2026-03-13T03:41:01+00:00,0.0
892,1,,srd016,0.6312,63,515359,1,0,0.0,2026-03-13T03:43:27+00:00,2026-03-13T03:43:27+00:00,0.0
894,1,,srd013,0.4404,47,258694,1,0,0.0,2026-03-13T03:45:57+00:00,2026-03-13T03:45:57+00:00,0.0
896,2,,srd013,0.9473,105,569599,1,1,0.3941,2026-03-13T03:48:28+00:00,2026-03-13T03:48:28+00:00,0.0
900,1,,srd014,0.3363,34,213581,1,0,0.0,2026-03-13T03:53:41+00:00,2026-03-13T03:53:41+00:00,0.0
902,1,,srd014,0.4006,49,260756,1,0,0.0,2026-03-13T03:55:57+00:00,2026-03-13T03:55:57+00:00,0.0
904,1,,srd014,0.5826,109,365907,1,0,0.0,2026-03-13T04:00:43+00:00,2026-03-13T04:00:43+00:00,0.0
906,1,,srd013,0.6899,103,551166,1,0,0.0,2026-03-13T04:04:57+00:00,2026-03-13T04:04:57+00:00,0.0
908,1,,srd012,0.7875,139,704044,1,0,0.0,2026-03-13T04:08:56+00:00,2026-03-13T04:08:56+00:00,0.0
910,1,,srd012,0.5801,75,423414,1,0,0.0,2026-03-13T04:11:45+00:00,2026-03-13T04:11:45+00:00,0.0
912,1,,srd012,0.5601,65,418595,1,0,0.0,2026-03-13T04:14:24+00:00,2026-03-13T04:14:24+00:00,0.0
914,1,,srd017,0.8376,154,532998,1,0,0.0,2026-03-13T04:18:34+00:00,2026-03-13T04:18:34+00:00,0.0
916,1,,srd017,0.6815,111,436018,1,0,0.0,2026-03-13T04:21:51+00:00,2026-03-13T04:21:51+00:00,0.0
918,1,,srd017,0.9314,257,467997,1,0,0.0,2026-03-13T04:27:40+00:00,2026-03-13T04:27:40+00:00,0.0
920,1,,srd017,1.218,237,1121707,1,0,0.0,2026-03-13T04:33:06+00:00,2026-03-13T04:33:06+00:00,0.0
922,1,,srd018,1.0061,125,985545,1,0,0.0,2026-03-13T04:37:05+00:00,2026-03-13T04:37:05+00:00,0.0
924,1,,srd018,1.0898,268,576153,1,0,0.0,2026-03-13T04:42:56+00:00,2026-03-13T04:42:56+00:00,0.0
926,1,,srd018,0.6656,125,429724,1,0,0.0,2026-03-13T04:46:17+00:00,2026-03-13T04:46:17+00:00,0.0
928,1,,srd018,1.1186,181,919588,1,0,0.0,2026-03-13T04:51:05+00:00,2026-03-13T04:51:05+00:00,0.0
930,1,,srd019,0.6809,94,606508,1,0,0.0,2026-03-13T04:55:11+00:00,2026-03-13T04:55:11+00:00,0.0
932,1,,srd018,0.6305,83,459664,1,0,0.0,2026-03-13T04:59:02+00:00,2026-03-13T04:59:02+00:00,0.0
934,1,,srd019,1.5166,245,1753633,1,0,0.0,2026-03-13T05:05:10+00:00,2026-03-13T05:05:10+00:00,0.0
936,1,,srd019,1.3006,336,834024,1,0,0.0,2026-03-13T05:12:41+00:00,2026-03-13T05:12:41+00:00,0.0
938,1,,srd019,0.7772,96,543444,1,0,0.0,2026-03-13T05:15:42+00:00,2026-03-13T05:15:42+00:00,0.0
940,1,,srd019,0.8979,112,854898,0,1,0.8979,2026-03-13T05:18:59+00:00,2026-03-13T05:18:59+00:00,0.0
942,1,,srd005,1.3055,217,1168306,1,0,0.0,2026-03-13T05:24:08+00:00,2026-03-13T05:24:08+00:00,0.0
944,1,,srd005,2.445,624,2266532,1,0,0.0,2026-03-13T05:35:52+00:00,2026-03-13T05:35:52+00:00,0.0
946,1,,srd005,0.6797,113,472729,1,0,0.0,2026-03-13T05:40:13+00:00,2026-03-13T05:40:13+00:00,0.0
948,1,,srd005,2.2243,537,1752938,1,0,0.0,2026-03-13T05:50:50+00:00,2026-03-13T05:50:50+00:00,0.0
950,1,,srd005,1.4849,272,1467738,1,0,0.0,2026-03-13T05:56:54+00:00,2026-03-13T05:56:54+00:00,0.0
952,1,,srd005,1.3392,280,1368538,1,0,0.0,2026-03-13T06:02:59+00:00,2026-03-13T06:02:59+00:00,0.0
954,1,,srd045,0.6763,93,609847,1,0,0.0,2026-03-13T06:06:09+00:00,2026-03-13T06:06:09+00:00,0.0
956,1,,srd045,0.463,82,255104,1,0,0.0,2026-03-13T06:08:55+00:00,2026-03-13T06:08:55+00:00,0.0
958,2,,srd048,1.3583,195,1292729,1,1,0.3491,2026-03-13T06:13:26+00:00,2026-03-13T06:13:26+00:00,0.0
962,1,,srd044,0.4416,57,320483,1,0,0.0,2026-03-13T06:17:49+00:00,2026-03-13T06:17:49+00:00,0.0
964,1,,srd044,1.427,260,1460624,1,0,0.0,2026-03-13T06:23:43+00:00,2026-03-13T06:23:43+00:00,0.0
966,1,,srd044,1.0062,137,996933,1,0,0.0,2026-03-13T06:27:21+00:00,2026-03-13T06:27:21+00:00,0.0
968,1,,srd044,0.5023,61,342133,1,0,0.0,2026-03-13T06:29:38+00:00,2026-03-13T06:29:38+00:00,0.0
970,1,,srd046,0.6425,74,525337,1,0,0.0,2026-03-13T06:32:36+00:00,2026-03-13T06:32:36+00:00,0.0
972,2,,srd046,0.9767,134,655671,1,1,0.4046,2026-03-13T06:35:19+00:00,2026-03-13T06:35:19+00:00,0.0
976,2,,srd047,0.8254,96,480742,1,1,0.3162,2026-03-13T06:40:29+00:00,2026-03-13T06:40:29+00:00,0.0
980,1,,srd008,0.6717,81,571021,1,0,0.0,2026-03-13T06:45:06+00:00,2026-03-13T06:45:06+00:00,0.0
982,1,,srd008,1.6194,277,1563394,1,0,0.0,2026-03-13T06:51:30+00:00,2026-03-13T06:51:30+00:00,0.0
984,1,,srd008,1.5615,362,1749999,1,0,0.0,2026-03-13T07:14:23+00:00,2026-03-13T07:14:23+00:00,0.0
986,1,,srd008,4.0209,823,4022808,1,0,0.0,2026-03-13T07:44:52+00:00,2026-03-13T07:44:52+00:00,0.0
988,1,,srd008,1.5748,242,1447496,1,0,0.0,2026-03-13T07:50:21+00:00,2026-03-13T07:50:21+00:00,0.0
990,1,,srd008,1.9666,257,2258034,1,0,0.0,2026-03-13T07:57:01+00:00,2026-03-13T07:57:01+00:00,0.0
992,1,,srd008,2.2719,307,2546694,1,0,0.0,2026-03-13T08:03:15+00:00,2026-03-13T08:03:15+00:00,0.0
994,1,,srd008,2.3355,475,2116851,1,0,0.0,2026-03-13T08:12:33+00:00,2026-03-13T08:12:33+00:00,0.0
996,1,,srd008,2.8505,460,3408866,1,0,0.0,2026-03-13T08:21:55+00:00,2026-03-13T08:21:55+00:00,0.0
998,1,,srd008,1.9838,269,2298952,1,0,0.0,2026-03-13T08:27:35+00:00,2026-03-13T08:27:35+00:00,0.0
1000,1,,srd008,1.2229,161,1103523,1,0,0.0,2026-03-13T08:31:54+00:00,2026-03-13T08:31:54+00:00,0.0
1002,1,,srd008,2.3901,464,2851240,1,0,0.0,2026-03-13T08:41:36+00:00,2026-03-13T08:41:36+00:00,0.0
1004,1,,srd008,1.7071,183,1767414,1,0,0.0,2026-03-13T08:46:21+00:00,2026-03-13T08:46:21+00:00,0.0
1006,1,,srd008,0.9858,121,914706,1,0,0.0,2026-03-13T08:50:00+00:00,2026-03-13T08:50:00+00:00,0.0
1008,1,,srd049,0.7416,151,601259,1,0,0.0,2026-03-13T08:54:31+00:00,2026-03-13T08:54:31+00:00,0.0
1010,1,,srd049,1.6107,418,1289367,1,0,0.0,2026-03-13T09:02:40+00:00,2026-03-13T09:02:40+00:00,0.0
1012,1,,srd049,0.7073,111,570384,1,0,0.0,2026-03-13T09:05:56+00:00,2026-03-13T09:05:56+00:00,0.0
1014,1,,srd049,1.1828,224,909150,1,0,0.0,2026-03-13T09:11:15+00:00,2026-03-13T09:11:15+00:00,0.0
1016,1,,srd050,0.6428,60,351257,1,0,0.0,2026-03-13T09:13:57+00:00,2026-03-13T09:13:57+00:00,0.0
1018,1,,srd050,1.0091,186,932219,1,0,0.0,2026-03-13T09:18:13+00:00,2026-03-13T09:18:13+00:00,0.0
1020,1,,srd050,0.6196,119,418610,1,0,0.0,2026-03-13T09:21:39+00:00,2026-03-13T09:21:39+00:00,0.0
1022,2,,srd051,0.9025,113,555168,1,1,0.4179,2026-03-13T09:24:55+00:00,2026-03-13T09:24:55+00:00,0.0
1026,1,,srd051,1.4889,343,1224498,1,0,0.0,2026-03-13T09:34:59+00:00,2026-03-13T09:34:59+00:00,0.0
